adulterant,ingredient_category,pair_count,chem_count,cat_count
"Cinnamomum camphora (var. cineole type) fractions (1,8-cineole rich)",Natural flavoring complexes,1,1,173
"Cinnamomum camphora (var. cineole type) fractions (1,8-cineole rich)",Oils,0,1,495
"Cinnamomum camphora (var. cineole type) fractions (1,8-cineole rich)",Milk,0,1,408
"Cinnamomum camphora (var. cineole type) fractions (1,8-cineole rich)",Spices,0,1,351
"Cinnamomum camphora (var. cineole type) fractions (1,8-cineole rich)",Other,0,1,221
"Cinnamomum camphora (var. cineole type) fractions (1,8-cineole rich)",Sweeteners,0,1,173
"Cinnamomum camphora (var. cineole type) fractions (1,8-cineole rich)","Fruit juices, concentrates, jams, purees, and preserves",0,1,167
"Cinnamomum camphora (var. cineole type) fractions (1,8-cineole rich)",Seafood,0,1,134
"Cinnamomum camphora (var. cineole type) fractions (1,8-cineole rich)","Cereals, grains, and pulses",0,1,88
"Cinnamomum camphora (var. cineole type) fractions (1,8-cineole rich)",Dairy products and milk derivatives,0,1,85
"Cinnamomum camphora (var. cineole type) fractions (1,8-cineole rich)","Wines, musts, spirits, liquors, and vinegars",0,1,73
"Cinnamomum camphora (var. cineole type) fractions (1,8-cineole rich)",Meats,0,1,40
"Cinnamomum camphora (var. cineole type) fractions (1,8-cineole rich)",Preservatives,0,1,35
"Cinnamomum camphora (var. cineole type) fractions (1,8-cineole rich)",Protein-based ingredients,0,1,35
"Cinnamomum camphora (var. cineole type) fractions (1,8-cineole rich)",Functional food ingredients,0,1,34
"Cinnamomum camphora (var. cineole type) fractions (1,8-cineole rich)",Gums,0,1,30
"Cinnamomum camphora (var. cineole type) fractions (1,8-cineole rich)",Flavor chemicals,0,1,17
"Cinnamomum camphora (var. cineole type) fractions (1,8-cineole rich)",Animal feed,0,1,12
"Cinnamomum camphora (var. cineole type) fractions (1,8-cineole rich)",Emulsifiers,0,1,12
"Cinnamomum camphora (var. cineole type) fractions (1,8-cineole rich)",Colors,0,1,5
"Cinnamomum camphora (var. cineole type) fractions (1,8-cineole rich)",Nuts and nut-derived ingredients,0,1,5
Cinnamon leaf oil,Natural flavoring complexes,1,1,173
Cinnamon leaf oil,Oils,0,1,495
Cinnamon leaf oil,Milk,0,1,408
Cinnamon leaf oil,Spices,0,1,351
Cinnamon leaf oil,Other,0,1,221
Cinnamon leaf oil,Sweeteners,0,1,173
Cinnamon leaf oil,"Fruit juices, concentrates, jams, purees, and preserves",0,1,167
Cinnamon leaf oil,Seafood,0,1,134
Cinnamon leaf oil,"Cereals, grains, and pulses",0,1,88
Cinnamon leaf oil,Dairy products and milk derivatives,0,1,85
Cinnamon leaf oil,"Wines, musts, spirits, liquors, and vinegars",0,1,73
Cinnamon leaf oil,Meats,0,1,40
Cinnamon leaf oil,Preservatives,0,1,35
Cinnamon leaf oil,Protein-based ingredients,0,1,35
Cinnamon leaf oil,Functional food ingredients,0,1,34
Cinnamon leaf oil,Gums,0,1,30
Cinnamon leaf oil,Flavor chemicals,0,1,17
Cinnamon leaf oil,Animal feed,0,1,12
Cinnamon leaf oil,Emulsifiers,0,1,12
Cinnamon leaf oil,Colors,0,1,5
Cinnamon leaf oil,Nuts and nut-derived ingredients,0,1,5
Citral,Natural flavoring complexes,1,1,173
Citral,Oils,0,1,495
Citral,Milk,0,1,408
Citral,Spices,0,1,351
Citral,Other,0,1,221
Citral,Sweeteners,0,1,173
Citral,"Fruit juices, concentrates, jams, purees, and preserves",0,1,167
Citral,Seafood,0,1,134
Citral,"Cereals, grains, and pulses",0,1,88
Citral,Dairy products and milk derivatives,0,1,85
Citral,"Wines, musts, spirits, liquors, and vinegars",0,1,73
Citral,Meats,0,1,40
Citral,Preservatives,0,1,35
Citral,Protein-based ingredients,0,1,35
Citral,Functional food ingredients,0,1,34
Citral,Gums,0,1,30
Citral,Flavor chemicals,0,1,17
Citral,Animal feed,0,1,12
Citral,Emulsifiers,0,1,12
Citral,Colors,0,1,5
Citral,Nuts and nut-derived ingredients,0,1,5
Citric acid (C4 or paraffin derived),"Fruit juices, concentrates, jams, purees, and preserves",1,1,167
Citric acid (C4 or paraffin derived),Oils,0,1,495
Citric acid (C4 or paraffin derived),Milk,0,1,408
Citric acid (C4 or paraffin derived),Spices,0,1,351
Citric acid (C4 or paraffin derived),Other,0,1,221
Citric acid (C4 or paraffin derived),Natural flavoring complexes,0,1,173
Citric acid (C4 or paraffin derived),Sweeteners,0,1,173
Citric acid (C4 or paraffin derived),Seafood,0,1,134
Citric acid (C4 or paraffin derived),"Cereals, grains, and pulses",0,1,88
Citric acid (C4 or paraffin derived),Dairy products and milk derivatives,0,1,85
Citric acid (C4 or paraffin derived),"Wines, musts, spirits, liquors, and vinegars",0,1,73
Citric acid (C4 or paraffin derived),Meats,0,1,40
Citric acid (C4 or paraffin derived),Preservatives,0,1,35
Citric acid (C4 or paraffin derived),Protein-based ingredients,0,1,35
Citric acid (C4 or paraffin derived),Functional food ingredients,0,1,34
Citric acid (C4 or paraffin derived),Gums,0,1,30
Citric acid (C4 or paraffin derived),Flavor chemicals,0,1,17
Citric acid (C4 or paraffin derived),Animal feed,0,1,12
Citric acid (C4 or paraffin derived),Emulsifiers,0,1,12
Citric acid (C4 or paraffin derived),Colors,0,1,5
Citric acid (C4 or paraffin derived),Nuts and nut-derived ingredients,0,1,5
Citric acid from non-authentic source,"Fruit juices, concentrates, jams, purees, and preserves",1,1,167
Citric acid from non-authentic source,Oils,0,1,495
Citric acid from non-authentic source,Milk,0,1,408
Citric acid from non-authentic source,Spices,0,1,351
Citric acid from non-authentic source,Other,0,1,221
Citric acid from non-authentic source,Natural flavoring complexes,0,1,173
Citric acid from non-authentic source,Sweeteners,0,1,173
Citric acid from non-authentic source,Seafood,0,1,134
Citric acid from non-authentic source,"Cereals, grains, and pulses",0,1,88
Citric acid from non-authentic source,Dairy products and milk derivatives,0,1,85
Citric acid from non-authentic source,"Wines, musts, spirits, liquors, and vinegars",0,1,73
Citric acid from non-authentic source,Meats,0,1,40
Citric acid from non-authentic source,Preservatives,0,1,35
Citric acid from non-authentic source,Protein-based ingredients,0,1,35
Citric acid from non-authentic source,Functional food ingredients,0,1,34
Citric acid from non-authentic source,Gums,0,1,30
Citric acid from non-authentic source,Flavor chemicals,0,1,17
Citric acid from non-authentic source,Animal feed,0,1,12
Citric acid from non-authentic source,Emulsifiers,0,1,12
Citric acid from non-authentic source,Colors,0,1,5
Citric acid from non-authentic source,Nuts and nut-derived ingredients,0,1,5
"Citronella oil (Java type, Cymbopogon winterianus)",Natural flavoring complexes,1,1,173
"Citronella oil (Java type, Cymbopogon winterianus)",Oils,0,1,495
"Citronella oil (Java type, Cymbopogon winterianus)",Milk,0,1,408
"Citronella oil (Java type, Cymbopogon winterianus)",Spices,0,1,351
"Citronella oil (Java type, Cymbopogon winterianus)",Other,0,1,221
"Citronella oil (Java type, Cymbopogon winterianus)",Sweeteners,0,1,173
"Citronella oil (Java type, Cymbopogon winterianus)","Fruit juices, concentrates, jams, purees, and preserves",0,1,167
"Citronella oil (Java type, Cymbopogon winterianus)",Seafood,0,1,134
"Citronella oil (Java type, Cymbopogon winterianus)","Cereals, grains, and pulses",0,1,88
"Citronella oil (Java type, Cymbopogon winterianus)",Dairy products and milk derivatives,0,1,85
"Citronella oil (Java type, Cymbopogon winterianus)","Wines, musts, spirits, liquors, and vinegars",0,1,73
"Citronella oil (Java type, Cymbopogon winterianus)",Meats,0,1,40
"Citronella oil (Java type, Cymbopogon winterianus)",Preservatives,0,1,35
"Citronella oil (Java type, Cymbopogon winterianus)",Protein-based ingredients,0,1,35
"Citronella oil (Java type, Cymbopogon winterianus)",Functional food ingredients,0,1,34
"Citronella oil (Java type, Cymbopogon winterianus)",Gums,0,1,30
"Citronella oil (Java type, Cymbopogon winterianus)",Flavor chemicals,0,1,17
"Citronella oil (Java type, Cymbopogon winterianus)",Animal feed,0,1,12
"Citronella oil (Java type, Cymbopogon winterianus)",Emulsifiers,0,1,12
"Citronella oil (Java type, Cymbopogon winterianus)",Colors,0,1,5
"Citronella oil (Java type, Cymbopogon winterianus)",Nuts and nut-derived ingredients,0,1,5
Citrus oils of non-authentic origin,Natural flavoring complexes,1,1,173
Citrus oils of non-authentic origin,Oils,0,1,495
Citrus oils of non-authentic origin,Milk,0,1,408
Citrus oils of non-authentic origin,Spices,0,1,351
Citrus oils of non-authentic origin,Other,0,1,221
Citrus oils of non-authentic origin,Sweeteners,0,1,173
Citrus oils of non-authentic origin,"Fruit juices, concentrates, jams, purees, and preserves",0,1,167
Citrus oils of non-authentic origin,Seafood,0,1,134
Citrus oils of non-authentic origin,"Cereals, grains, and pulses",0,1,88
Citrus oils of non-authentic origin,Dairy products and milk derivatives,0,1,85
Citrus oils of non-authentic origin,"Wines, musts, spirits, liquors, and vinegars",0,1,73
Citrus oils of non-authentic origin,Meats,0,1,40
Citrus oils of non-authentic origin,Preservatives,0,1,35
Citrus oils of non-authentic origin,Protein-based ingredients,0,1,35
Citrus oils of non-authentic origin,Functional food ingredients,0,1,34
Citrus oils of non-authentic origin,Gums,0,1,30
Citrus oils of non-authentic origin,Flavor chemicals,0,1,17
Citrus oils of non-authentic origin,Animal feed,0,1,12
Citrus oils of non-authentic origin,Emulsifiers,0,1,12
Citrus oils of non-authentic origin,Colors,0,1,5
Citrus oils of non-authentic origin,Nuts and nut-derived ingredients,0,1,5
Citrus peel extract,"Fruit juices, concentrates, jams, purees, and preserves",1,1,167
Citrus peel extract,Oils,0,1,495
Citrus peel extract,Milk,0,1,408
Citrus peel extract,Spices,0,1,351
Citrus peel extract,Other,0,1,221
Citrus peel extract,Natural flavoring complexes,0,1,173
Citrus peel extract,Sweeteners,0,1,173
Citrus peel extract,Seafood,0,1,134
Citrus peel extract,"Cereals, grains, and pulses",0,1,88
Citrus peel extract,Dairy products and milk derivatives,0,1,85
Citrus peel extract,"Wines, musts, spirits, liquors, and vinegars",0,1,73
Citrus peel extract,Meats,0,1,40
Citrus peel extract,Preservatives,0,1,35
Citrus peel extract,Protein-based ingredients,0,1,35
Citrus peel extract,Functional food ingredients,0,1,34
Citrus peel extract,Gums,0,1,30
Citrus peel extract,Flavor chemicals,0,1,17
Citrus peel extract,Animal feed,0,1,12
Citrus peel extract,Emulsifiers,0,1,12
Citrus peel extract,Colors,0,1,5
Citrus peel extract,Nuts and nut-derived ingredients,0,1,5
Clay,Spices,1,1,351
Clay,Oils,0,1,495
Clay,Milk,0,1,408
Clay,Other,0,1,221
Clay,Natural flavoring complexes,0,1,173
Clay,Sweeteners,0,1,173
Clay,"Fruit juices, concentrates, jams, purees, and preserves",0,1,167
Clay,Seafood,0,1,134
Clay,"Cereals, grains, and pulses",0,1,88
Clay,Dairy products and milk derivatives,0,1,85
Clay,"Wines, musts, spirits, liquors, and vinegars",0,1,73
Clay,Meats,0,1,40
Clay,Preservatives,0,1,35
Clay,Protein-based ingredients,0,1,35
Clay,Functional food ingredients,0,1,34
Clay,Gums,0,1,30
Clay,Flavor chemicals,0,1,17
Clay,Animal feed,0,1,12
Clay,Emulsifiers,0,1,12
Clay,Colors,0,1,5
Clay,Nuts and nut-derived ingredients,0,1,5
"Clove fractions, eugenol, and cinnamic aldehyde",Natural flavoring complexes,1,1,173
"Clove fractions, eugenol, and cinnamic aldehyde",Oils,0,1,495
"Clove fractions, eugenol, and cinnamic aldehyde",Milk,0,1,408
"Clove fractions, eugenol, and cinnamic aldehyde",Spices,0,1,351
"Clove fractions, eugenol, and cinnamic aldehyde",Other,0,1,221
"Clove fractions, eugenol, and cinnamic aldehyde",Sweeteners,0,1,173
"Clove fractions, eugenol, and cinnamic aldehyde","Fruit juices, concentrates, jams, purees, and preserves",0,1,167
"Clove fractions, eugenol, and cinnamic aldehyde",Seafood,0,1,134
"Clove fractions, eugenol, and cinnamic aldehyde","Cereals, grains, and pulses",0,1,88
"Clove fractions, eugenol, and cinnamic aldehyde",Dairy products and milk derivatives,0,1,85
"Clove fractions, eugenol, and cinnamic aldehyde","Wines, musts, spirits, liquors, and vinegars",0,1,73
"Clove fractions, eugenol, and cinnamic aldehyde",Meats,0,1,40
"Clove fractions, eugenol, and cinnamic aldehyde",Preservatives,0,1,35
"Clove fractions, eugenol, and cinnamic aldehyde",Protein-based ingredients,0,1,35
"Clove fractions, eugenol, and cinnamic aldehyde",Functional food ingredients,0,1,34
"Clove fractions, eugenol, and cinnamic aldehyde",Gums,0,1,30
"Clove fractions, eugenol, and cinnamic aldehyde",Flavor chemicals,0,1,17
"Clove fractions, eugenol, and cinnamic aldehyde",Animal feed,0,1,12
"Clove fractions, eugenol, and cinnamic aldehyde",Emulsifiers,0,1,12
"Clove fractions, eugenol, and cinnamic aldehyde",Colors,0,1,5
"Clove fractions, eugenol, and cinnamic aldehyde",Nuts and nut-derived ingredients,0,1,5
Clove stem oil and isolates (eugenol) and eugenyl acetate,Natural flavoring complexes,1,1,173
Clove stem oil and isolates (eugenol) and eugenyl acetate,Oils,0,1,495
Clove stem oil and isolates (eugenol) and eugenyl acetate,Milk,0,1,408
Clove stem oil and isolates (eugenol) and eugenyl acetate,Spices,0,1,351
Clove stem oil and isolates (eugenol) and eugenyl acetate,Other,0,1,221
Clove stem oil and isolates (eugenol) and eugenyl acetate,Sweeteners,0,1,173
Clove stem oil and isolates (eugenol) and eugenyl acetate,"Fruit juices, concentrates, jams, purees, and preserves",0,1,167
Clove stem oil and isolates (eugenol) and eugenyl acetate,Seafood,0,1,134
Clove stem oil and isolates (eugenol) and eugenyl acetate,"Cereals, grains, and pulses",0,1,88
Clove stem oil and isolates (eugenol) and eugenyl acetate,Dairy products and milk derivatives,0,1,85
Clove stem oil and isolates (eugenol) and eugenyl acetate,"Wines, musts, spirits, liquors, and vinegars",0,1,73
Clove stem oil and isolates (eugenol) and eugenyl acetate,Meats,0,1,40
Clove stem oil and isolates (eugenol) and eugenyl acetate,Preservatives,0,1,35
Clove stem oil and isolates (eugenol) and eugenyl acetate,Protein-based ingredients,0,1,35
Clove stem oil and isolates (eugenol) and eugenyl acetate,Functional food ingredients,0,1,34
Clove stem oil and isolates (eugenol) and eugenyl acetate,Gums,0,1,30
Clove stem oil and isolates (eugenol) and eugenyl acetate,Flavor chemicals,0,1,17
Clove stem oil and isolates (eugenol) and eugenyl acetate,Animal feed,0,1,12
Clove stem oil and isolates (eugenol) and eugenyl acetate,Emulsifiers,0,1,12
Clove stem oil and isolates (eugenol) and eugenyl acetate,Colors,0,1,5
Clove stem oil and isolates (eugenol) and eugenyl acetate,Nuts and nut-derived ingredients,0,1,5
Cochineal color from non-authentic geographic origin,Colors,1,1,5
Cochineal color from non-authentic geographic origin,Oils,0,1,495
Cochineal color from non-authentic geographic origin,Milk,0,1,408
Cochineal color from non-authentic geographic origin,Spices,0,1,351
Cochineal color from non-authentic geographic origin,Other,0,1,221
Cochineal color from non-authentic geographic origin,Natural flavoring complexes,0,1,173
Cochineal color from non-authentic geographic origin,Sweeteners,0,1,173
Cochineal color from non-authentic geographic origin,"Fruit juices, concentrates, jams, purees, and preserves",0,1,167
Cochineal color from non-authentic geographic origin,Seafood,0,1,134
Cochineal color from non-authentic geographic origin,"Cereals, grains, and pulses",0,1,88
Cochineal color from non-authentic geographic origin,Dairy products and milk derivatives,0,1,85
Cochineal color from non-authentic geographic origin,"Wines, musts, spirits, liquors, and vinegars",0,1,73
Cochineal color from non-authentic geographic origin,Meats,0,1,40
Cochineal color from non-authentic geographic origin,Preservatives,0,1,35
Cochineal color from non-authentic geographic origin,Protein-based ingredients,0,1,35
Cochineal color from non-authentic geographic origin,Functional food ingredients,0,1,34
Cochineal color from non-authentic geographic origin,Gums,0,1,30
Cochineal color from non-authentic geographic origin,Flavor chemicals,0,1,17
Cochineal color from non-authentic geographic origin,Animal feed,0,1,12
Cochineal color from non-authentic geographic origin,Emulsifiers,0,1,12
Cochineal color from non-authentic geographic origin,Nuts and nut-derived ingredients,0,1,5
Cochinela dye,Spices,1,1,351
Cochinela dye,Oils,0,1,495
Cochinela dye,Milk,0,1,408
Cochinela dye,Other,0,1,221
Cochinela dye,Natural flavoring complexes,0,1,173
Cochinela dye,Sweeteners,0,1,173
Cochinela dye,"Fruit juices, concentrates, jams, purees, and preserves",0,1,167
Cochinela dye,Seafood,0,1,134
Cochinela dye,"Cereals, grains, and pulses",0,1,88
Cochinela dye,Dairy products and milk derivatives,0,1,85
Cochinela dye,"Wines, musts, spirits, liquors, and vinegars",0,1,73
Cochinela dye,Meats,0,1,40
Cochinela dye,Preservatives,0,1,35
Cochinela dye,Protein-based ingredients,0,1,35
Cochinela dye,Functional food ingredients,0,1,34
Cochinela dye,Gums,0,1,30
Cochinela dye,Flavor chemicals,0,1,17
Cochinela dye,Animal feed,0,1,12
Cochinela dye,Emulsifiers,0,1,12
Cochinela dye,Colors,0,1,5
Cochinela dye,Nuts and nut-derived ingredients,0,1,5
Cocoa butter replacer,Oils,1,1,495
Cocoa butter replacer,Milk,0,1,408
Cocoa butter replacer,Spices,0,1,351
Cocoa butter replacer,Other,0,1,221
Cocoa butter replacer,Natural flavoring complexes,0,1,173
Cocoa butter replacer,Sweeteners,0,1,173
Cocoa butter replacer,"Fruit juices, concentrates, jams, purees, and preserves",0,1,167
Cocoa butter replacer,Seafood,0,1,134
Cocoa butter replacer,"Cereals, grains, and pulses",0,1,88
Cocoa butter replacer,Dairy products and milk derivatives,0,1,85
Cocoa butter replacer,"Wines, musts, spirits, liquors, and vinegars",0,1,73
Cocoa butter replacer,Meats,0,1,40
Cocoa butter replacer,Preservatives,0,1,35
Cocoa butter replacer,Protein-based ingredients,0,1,35
Cocoa butter replacer,Functional food ingredients,0,1,34
Cocoa butter replacer,Gums,0,1,30
Cocoa butter replacer,Flavor chemicals,0,1,17
Cocoa butter replacer,Animal feed,0,1,12
Cocoa butter replacer,Emulsifiers,0,1,12
Cocoa butter replacer,Colors,0,1,5
Cocoa butter replacer,Nuts and nut-derived ingredients,0,1,5
Cocoa butter substitute,Other,1,1,221
Cocoa butter substitute,Oils,0,1,495
Cocoa butter substitute,Milk,0,1,408
Cocoa butter substitute,Spices,0,1,351
Cocoa butter substitute,Natural flavoring complexes,0,1,173
Cocoa butter substitute,Sweeteners,0,1,173
Cocoa butter substitute,"Fruit juices, concentrates, jams, purees, and preserves",0,1,167
Cocoa butter substitute,Seafood,0,1,134
Cocoa butter substitute,"Cereals, grains, and pulses",0,1,88
Cocoa butter substitute,Dairy products and milk derivatives,0,1,85
Cocoa butter substitute,"Wines, musts, spirits, liquors, and vinegars",0,1,73
Cocoa butter substitute,Meats,0,1,40
Cocoa butter substitute,Preservatives,0,1,35
Cocoa butter substitute,Protein-based ingredients,0,1,35
Cocoa butter substitute,Functional food ingredients,0,1,34
Cocoa butter substitute,Gums,0,1,30
Cocoa butter substitute,Flavor chemicals,0,1,17
Cocoa butter substitute,Animal feed,0,1,12
Cocoa butter substitute,Emulsifiers,0,1,12
Cocoa butter substitute,Colors,0,1,5
Cocoa butter substitute,Nuts and nut-derived ingredients,0,1,5
Cocoa husks,Other,1,1,221
Cocoa husks,Oils,0,1,495
Cocoa husks,Milk,0,1,408
Cocoa husks,Spices,0,1,351
Cocoa husks,Natural flavoring complexes,0,1,173
Cocoa husks,Sweeteners,0,1,173
Cocoa husks,"Fruit juices, concentrates, jams, purees, and preserves",0,1,167
Cocoa husks,Seafood,0,1,134
Cocoa husks,"Cereals, grains, and pulses",0,1,88
