,classification,date_case,date_last_change,reference,country,type,category,subject
1199,information,13/08/2007,18/06/2010,2007.BXR,Lithuania,food,"dietetic foods, food supplements, fortified foods",too high content of the sum of E 210 - benzoic acid and of E 200 - sorbic acid (Sa + Ba = 2390 mg/kg - ppm) in food supplement from the United States
1200,information,13/08/2007,05/09/2007,2007.BXQ,United Kingdom,food,non-alcoholic beverages,too high content of E 210 - benzoic acid (183 mg/l) in orange flavour soft drink from Ghana
1201,information,06/08/2007,18/06/2010,2007.BWR,United Kingdom,food,herbs and spices,unauthorised use of colour E 160b - annato/bixin/norbixin (70 mg/kg - ppm) in paprika and chilli powder from China via Hong Kong
1202,information,03/08/2007,07/01/2015,2007.BWL,Spain,food,crustaceans and products thereof,too high content of sulphite (240.71 mg/kg - ppm) in frozen crabs (Gerion maritae) from Angola
1203,information,03/08/2007,07/01/2015,2007.BWK,Spain,food,crustaceans and products thereof,too high content of sulphite (183; 177 mg/kg - ppm) in frozen crabs (Gerion maritae) from Angola
1204,alert,01/08/2007,03/09/2007,2007.0516,Czech Republic,food,fruits and vegetables,too high content of E 200 - sorbic acid (1607 mg/kg - ppm) in dried pitted prunes from Poland
1205,information,30/07/2007,07/01/2015,2007.BVI,Greece,food,fruits and vegetables,too high content of sulphite (187 mg/kg - ppm) and undeclared sulphite in sundried tomatoes in oil from Turkey
1206,information,30/07/2007,18/06/2010,2007.BVF,Lithuania,food,"dietetic foods, food supplements, fortified foods",too high content of the sum of E 210 - benzoic acid and of E 200 - sorbic acid (Sa + Ba = 2530mg/kg - ppm) in food supplement from the United States
1207,information,30/07/2007,18/12/2007,2007.BVJ,Greece,food,fruits and vegetables,E 210 - benzoic acid (96 mg/kg - ppm) unauthorised in roasted eggplant puree from Turkey
1208,information,30/07/2007,22/08/2007,2007.BVH,Italy,food,confectionery,unauthorised use of colour E 127 - erythrosine in chewing gum from Syria
1209,information,27/07/2007,07/01/2015,2007.BUW,Spain,food,crustaceans and products thereof,too high content of sulphite (191.22: 225.73; 279.22; 193.62 mg/kg - ppm) in frozen shrimps (Penaeus vannamei) from Panama
1210,alert,26/07/2007,21/12/2009,2007.0506,Slovakia,food,confectionery,"too high content of colour E 110 - Sunset Yellow FCF (238 mg/kg - ppm) in mango flavoured candied pineapple from Thailand, via Germany"
1211,alert,26/07/2007,21/12/2007,2007.0508,France,food,herbs and spices,too high content of colour E 102 - tartrazine (3.3 <-->5.3 g/kg) and of colour E 124 - Ponceau 4R / cochineal red A (1.2 <-->4.3 g/kg) in tandoori masala from India via the United Kingdom
1212,information,25/07/2007,02/08/2007,2007.BUF,Italy,food,"dietetic foods, food supplements, fortified foods",sulphite (470 mg/kg - ppm) unauthorised in fresh white ginseng roots from China (Hong Kong)
1213,information,20/07/2007,18/06/2010,2007.BTR,Italy,food,fruits and vegetables,undeclared E 210 - benzoic acid (895 mg/kg - ppm) and unauthorised colour Sudan 1 (13 mg/kg - ppm) in green chilly pickle from Bangladesh
1214,information,20/07/2007,17/08/2007,2007.BTT,Spain,food,fruits and vegetables,unauthorised use of colour E 171 - titanium dioxide (2 mg/kg - ppm) in natural roasted chickpeas from Turkey
1215,alert,13/07/2007,,2007.0474,Finland,food,confectionery,too high content of colour E 110 - Sunset Yellow FCF (88 mg/kg - ppm) in jelly sweets from the Netherlands
1216,alert,10/07/2007,12/02/2009,2007.0457,Italy,food,crustaceans and products thereof,undeclared sulphite (48 µg/kg - ppb) in frozen peeled Norway lobster (Nephrops norvegicus) from the United Kingdom
1217,information,09/07/2007,07/01/2015,2007.BRN,Italy,food,crustaceans and products thereof,too high content of sulphite (203 mg/kg - ppm) in fresh Norway lobster (Nephrops norvegicus) from the United Kingdom
1218,information,02/07/2007,23/06/2010,2007.BQA,United Kingdom,food,cereals and bakery products,unauthorised use of colour E 127 - erythrosine in crackers from India
1219,information,02/07/2007,,2007.BQB,Poland,food,fish and fish products,too high content of E 452 - polyphosphates (0.53 %) in frozen fillets of alaska pollock from China
1220,information,02/07/2007,,2007.BPY,Poland,food,fish and fish products,too high content of E 452 - polyphosphates (0.58 %) in frozen fillets of Alaska pollock (Theragra chalocogramma) from China
1221,information,29/06/2007,,2007.BPO,United Kingdom,food,confectionery,too high content of colour E 110 - Sunset Yellow FCF (455 mg/kg - ppm) in orange flavoured chew from Pakistan
1222,information,28/06/2007,07/01/2015,2007.BPC,Spain,food,crustaceans and products thereof,too high content of sulphite (169 <=> 320 mg/kg - ppm) in shrimps (Aristeus varidens) from Angola
1223,alert,27/06/2007,,2007.0426,Finland,food,confectionery,too high content of colour E 110 - Sunset Yellow FCF (230 mg/kg - ppm) in candy floss from Poland
1224,information,25/06/2007,,2007.BOH,Italy,food,"soups, broths, sauces and condiments",too high content of E 210 - benzoic acid (1396.9 mg/kg - ppm) in hot sauce for roasting from the Philippines
1225,information,22/06/2007,,2007.BOD,Spain,food,confectionery,unauthorised use of colour E 127 - erythrosine (1.6 mg/kg - ppm) in sweets from China
1226,alert,21/06/2007,,2007.0411,Germany,food,"soups, broths, sauces and condiments",undeclared sulphite in raisins vinegar from Turkey
1227,alert,21/06/2007,,2007.0408,Estonia,food,confectionery,too high content of colour E 129 - Allura Red AC (462 mg/kg - ppm) and of colour E 133 - Brilliant Blue FCF (310 mg/kg - ppm) in marshmallow pops from China via Lithuania
1228,information,19/06/2007,07/01/2015,2007.BMY,Spain,food,crustaceans and products thereof,too high content of sulphite (260.43; 153.55 mg/kg - ppm) in frozen crabs from Senegal
1229,information,18/06/2007,,2007.BMV,Italy,food,fruits and vegetables,unauthorised use of colour E 171 - titanium dioxide (119 mg/kg - ppm) in roasted chickpeas from Turkey
1230,information,12/06/2007,07/01/2015,2007.BLP,Spain,food,crustaceans and products thereof,too high content of sulphite (166.67 mg/kg - ppm) in frozen shrimps (Penaeus vannamei) from Ecuador
1231,information,11/06/2007,07/01/2015,2007.BLA,Czech Republic,food,fruits and vegetables,too high content of sulphite (632 mg/kg - ppm) in candied pears from China
1232,alert,11/06/2007,07/08/2007,2007.0388,Czech Republic,food,herbs and spices,unauthorised use of colour E 160b - annato/bixin/norbixin (79 mg/kg - ppm) in hot paprika powder from Spain and Peru
1233,information,11/06/2007,,2007.BLM,Italy,food,crustaceans and products thereof,undeclared sulphite (120 mg/kg - ppm) in frozen IQF red pud shrimps (Solenocera melantho) from China
1234,information,08/06/2007,07/01/2015,2007.BKL,Spain,food,crustaceans and products thereof,too high content of sulphite (168; 211; >320 mg/kg - ppm) in frozen prawns from Angola
1235,information,08/06/2007,,2007.BKS,United Kingdom,food,non-alcoholic beverages,too high content of E 210 - benzoic acid (190 mg/l) in orange flavour soft drink from Nigeria
1236,information,07/06/2007,,2007.BKC,Ireland,food,non-alcoholic beverages,too high content of E 210 - benzoic acid (185 mg/l) in soft drink from Nigeria
1237,alert,05/06/2007,19/07/2012,2007.0374,Germany,food,herbs and spices,"undeclared sweetener E 951 - aspartame (label also does not mention that the product contains a source of phenylalanine) in sweet ginger in vinegar from Thailand, via the Netherlands"
1238,alert,05/06/2007,,2007.0371,Slovakia,food,confectionery,too high content of E 210 - benzoic acid (752 mg/kg - ppm) in mixed fruit filling from Poland
1239,information,31/05/2007,07/01/2015,2007.BHY,Finland,food,fruits and vegetables,too high content of sulphite (415 mg/kg - ppm) in pickled lotus rootlets from Thailand
1240,information,31/05/2007,18/06/2010,2007.BIB,Italy,food,confectionery,unauthorised use of colour E 127 - erythrosine in sugared almonds and other confectionaries from China via China (Hong Kong)
1241,alert,30/05/2007,18/06/2010,2007.0358,Germany,food,cereals and bakery products,"unauthorised use of colour E 102 - tartrazine in egg noodles from China, via the Netherlands"
1242,alert,29/05/2007,,2007.0352,Slovakia,food,confectionery,"too high content of the sum (1471.4 mg/kg) of colours E 102 - tartrazine, E 104 - quinoline yellow, E 110 - Sunset Yellow FCF,  E 124 - Ponceau 4R / cochineal red A and  E 133 - Brilliant Blue FCF in extruded rice coloured and sweetened from Poland"
1243,information,25/05/2007,07/01/2015,2007.BGW,Denmark,food,fruits and vegetables,too high content of sulphite (2400 mg/kg - ppm) in dried apricots from Turkey
1244,alert,25/05/2007,,2007.0345,Germany,food,fruits and vegetables,"too high content of E 620 - glutamic acid (13.7 g/kg) and unauthorised colour Acid Red 52 in Japanese vegetables in brine from China and Japan, via the United Kingdom"
1245,information,24/05/2007,,2007.BGH,United Kingdom,food,confectionery,too high content of colour E 110 - Sunset Yellow FCF (170 mg/kg - ppm) in sugar coated fennel seeds from India
1246,alert,22/05/2007,07/01/2015,2007.0341,Czech Republic,food,fruits and vegetables,"too high content of sulphite (1126 mg/kg - ppm) in candied pears from China, via the Netherlands"
1247,information,21/05/2007,,2007.BFY,Greece,food,non-alcoholic beverages,too high content of E 210 - benzoic acid (164 mg/l) in orange drink from Thailand
1248,information,21/05/2007,,2007.BFW,Greece,food,"soups, broths, sauces and condiments",too high content of E 210 - benzoic acid (1518 mg/kg - ppm) in ginger garlic chilli sauce from Pakistan
1249,information,21/05/2007,,2007.BFS,Greece,food,non-alcoholic beverages,too high content of E 210 - benzoic acid (162 mg/l) in lychee drink from Thailand
1250,alert,16/05/2007,14/08/2007,2007.0334,Czech Republic,food,"soups, broths, sauces and condiments",too high content of the sum of E 210 - benzoic acid and E 200 - sorbic acid (Sa + Ba =1214 mg/kg - ppm) and of sweetener E 950 - acesulfame k (545 mg/kg - ppm) in hot ketchup from Poland
1251,information,15/05/2007,,2007.BEM,Cyprus,food,meat and meat products (other than poultry),too high content of E 250 - sodium nitrite (351 mg/kg - ppm) in ham from Cyprus
1252,information,14/05/2007,,2007.BED,Norway,food,fish and fish products,E 250 - sodium nitrite (11.3 mg/kg - ppm) unauthorised in frozen smoked cod loins (gadus macrocephalus) from China
1253,information,14/05/2007,,2007.BEB,Italy,food,non-alcoholic beverages,too high content of E 210 - benzoic acid (298 mg/kg - ppm) in guarana soft drink from Brazil
1254,information,11/05/2007,07/01/2015,2007.BDO,Spain,food,crustaceans and products thereof,too high content of sulphite (189.71; 163.96; 305.67 mg/kg - ppm) in frozen shrimps (Penaeus vannamei) from Panama
1255,alert,10/05/2007,07/01/2015,2007.0321,Czech Republic,food,fruits and vegetables,too high content of sulphite (226 mg/kg - ppm) and undeclared sulphite in pickled chopped cabbage (sauerkraut) from Poland
1256,information,04/05/2007,07/01/2015,2007.BCH,Spain,food,crustaceans and products thereof,too high content of sulphite (328; 278 mg/kg - ppm) in shrimps (Penaeus vannamei) from Panama
1257,information,04/05/2007,07/01/2015,2007.BCG,Spain,food,crustaceans and products thereof,too high content of sulphite (261; 160 mg/kg - ppm) in shrimps (Penaeus vannamei) from Panama
1258,information,04/05/2007,07/01/2015,2007.BCF,Spain,food,crustaceans and products thereof,too high content of sulphite (246; 247;186 mg/kg - ppm) in shrimps (Penaeus vannamei) from Panama
1259,information,02/05/2007,31/03/2011,2007.BBO,Lithuania,food,confectionery,too high content of sweetener E 951 - aspartame (6.98 g/kg) in sugar free chewing gum from Russia
1260,information,30/04/2007,28/05/2008,2007.BBL,United Kingdom,food,confectionery,undeclared sulphite (30 mg/kg - ppm) in plum chutney from Pakistan
1261,information,27/04/2007,07/01/2015,2007.BBD,Spain,food,crustaceans and products thereof,too high content of sulphite (18 mg/kg - ppm) in frozen shrimps (Litopenaeus vannamei) from Brazil
1262,alert,24/04/2007,,2007.0290,Slovakia,food,fruits and vegetables,E 210 - benzoic acid (802.75 mg/kg - ppm) unauthorised in sour cabbage (Sauerkraut) from Poland
1263,information,23/04/2007,,2007.BAJ,United Kingdom,food,non-alcoholic beverages,too high content of E 210 - benzoic acid (192 mg/l) in soft drink from Nigeria
1264,information,23/04/2007,,2007.BAI,United Kingdom,food,non-alcoholic beverages,too high content of E 210 - benzoic acid (185 mg/l) in soft drink from Nigeria
1265,alert,23/04/2007,,2007.0286,United Kingdom,food,prepared dishes and snacks,too high content of E 450(i) - disodium diphosphate (50 g/kg) in potato croquettes from the United Kingdom
1266,information,20/04/2007,07/01/2015,2007.AZP,Spain,food,crustaceans and products thereof,too high content of sulphite (1547 mg/kg - ppm) in frozen red shrimps (Aristeneus antennatus) from Algeria
1267,alert,20/04/2007,,2007.0283,Finland,food,non-alcoholic beverages,undeclared sulphite (30 mg/kg - ppm) in mead from Sweden
1268,information,19/04/2007,07/01/2015,2007.AZI,Spain,food,crustaceans and products thereof,too high content of sulphite (675.64; 612.68; 529.45 mg/kg - ppm) in chilled shrimps from Morocco
1269,information,19/04/2007,18/06/2010,2007.AZF,Norway,food,fish and fish products,E 250 - sodium nitrite (6.4 mg/kg - ppm) unauthorised in frozen light salted cod (Gadus macrocephalus) from China
1270,information,19/04/2007,,2007.AZJ,United Kingdom,food,confectionery,too high content of colour E 122 - azorubine (81 mg/kg - ppm) and of colour E 124 - Ponceau 4R / cochineal red A (66 mg/kg - ppm) in candy floss from France
1271,alert,19/04/2007,,2007.0279,Czech Republic,food,"soups, broths, sauces and condiments",too high content of sweetener E 950 - acesulfame k (466 mg/kg - ppm) and of the sum of E 210 - benzoic acid and of E 200 - sorbic acid (Sa + Ba = 1231 mg/kg - ppm) in mild ketchup from Poland
1272,information,18/04/2007,,2007.AYV,Norway,food,fish and fish products,E 250 - sodium nitrite (6.7; 6.2 mg/kg - ppm) unauthorised in frozen smoked cod (Gadus macrocephalus) from China
1273,information,18/04/2007,,2007.AYU,Spain,food,fruits and vegetables,unauthorised use of colour E 171 - titanium dioxide (1.0; 0.44 mg/kg - ppm) in roasted chickpeas from Turkey
1274,information,16/04/2007,,2007.AYI,Greece,food,confectionery,unauthorised use of colour E 127 - erythrosine (29 mg/kg - ppm) in sugar coated sauf from India
1275,information,13/04/2007,,2007.AXY,Greece,food,herbs and spices,too high content of colour E 100 - Curcumin (3.2 g/kg) in curry powder from India
1276,alert,13/04/2007,,2007.0269,Greece,food,"soups, broths, sauces and condiments",undeclared sulphite (58 mg/kg - ppm) in vinegar from Italy
1277,alert,12/04/2007,,2007.0264,Czech Republic,food,fish and fish products,too high content of E 452 - polyphosphates (7460 mg/kg - ppm) in deep frozen fish fillets (Micromesistius poutassou) from China via Denmark
1278,information,10/04/2007,,2007.AWX,Italy,food,non-alcoholic beverages,E 210 - benzoic acid (79. mg/kg - ppm) unauthorised in noni juice from the United States
